ID,CommonName,SMILES,Formula,AverageMass,MolecularWeight,MonoisotopicMass,NominalMass
13934,Methyl 3-{3-[(2-fluoroethyl)amino]phenyl}propanoate hydrochloride (1:1),COC(=O)CCc1cccc(NCCF)c1.Cl,C_{12}H_{17}ClFNO_{2},261.721,261.721,261.093185,261
13935,Methyl 3-{3-[(2-fluoroethyl)amino]phenyl}propanoate,COC(=O)CCc1cccc(NCCF)c1,C_{12}H_{16}FNO_{2},225.263,225.263,225.116507,225
13974,1-[3-(p-fluorobenzoyl)propyl]piperidinium chloride,O=C(CCC[NH+]1CCCCC1)c1ccc(F)cc1.[Cl-],C_{15}H_{21}ClFNO,285.787,285.787,285.12957,285
13975,primaperone,O=C(CCCN1CCCCC1)c1ccc(F)cc1,C_{15}H_{20}FNO,249.329,249.329,249.152892,249
13986,4-[(2-Chloroethyl)(2-fluoroethyl)amino]phenylalanine,NC(Cc1ccc(N(CCF)CCCl)cc1)C(=O)O,C_{13}H_{18}ClFN_{2}O_{2},288.747,288.747,288.104084,288
14004,"4-(4,4-Dimethyl-1-piperidinyl)-1-(4-fluorophenyl)-1-butanone",CC1(C)CCN(CCCC(=O)c2ccc(F)cc2)CC1,C_{17}H_{24}FNO,277.383,277.383,277.184193,277
14006,3-[2-(4-Fluorophenoxy)ethyl]-3-azaspiro[5.5]undecane,Fc1ccc(OCCN2CCC3(CCCCC3)CC2)cc1,C_{18}H_{26}FNO,291.41,291.41,291.199843,291
14016,3-[3-(4-Fluorophenoxy)propyl]-3-azaspiro[5.5]undecane,Fc1ccc(OCCCN2CCC3(CCCCC3)CC2)cc1,C_{19}H_{28}FNO,305.437,305.437,305.215493,305
14023,4-(2-Azaspiro[4.6]undec-2-yl)-1-(4-fluorophenyl)-1-butanone,O=C(CCCN1CCC2(CCCCCC2)C1)c1ccc(F)cc1,C_{20}H_{28}FNO,317.448,317.448,317.215493,317
14026,"N,N-Bis(2-fluoroethyl)-4-{(E)-[(4-methoxyphenyl)imino]methyl}aniline",COc1ccc(/N=C/c2ccc(N(CCF)CCF)cc2)cc1,C_{18}H_{20}F_{2}N_{2}O,318.367,318.367,318.15437,318
14029,"4-(7,9-Dimethyl-8-oxa-2-azaspiro[4.5]dec-2-yl)-1-(4-fluorophenyl)-1-butanone",CC1CC2(CCN(CCCC(=O)c3ccc(F)cc3)C2)CC(C)O1,C_{20}H_{28}FNO_{2},333.447,333.447,333.210407,333
14300,"7-Nitro-5-[2-(trifluoromethyl)phenyl]-1,3-dihydro-2H-1,4-benzodiazepin-2-one",O=C1CN=C(c2ccccc2C(F)(F)F)c2cc([N+](=O)[O-])ccc2N1,C_{16}H_{10}F_{3}N_{3}O_{3},349.268,349.268,349.067426,349
14408,Ethyl 2-[1-(4-fluorophenyl)ethyl]hydrazinecarboxylate,CCOC(=O)NNC(C)c1ccc(F)cc1,C_{11}H_{15}FN_{2}O_{2},226.251,226.251,226.111756,226
14409,N-Benzyl-3-[2-(4-fluorobenzoyl)hydrazino]propanamide,O=C(CCNNC(=O)c1ccc(F)cc1)NCc1ccccc1,C_{17}H_{18}FN_{3}O_{2},315.348,315.348,315.138305,315
14410,fluanisone,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,C_{21}H_{25}FN_{2}O_{2},356.441,356.441,356.190006,356
14423,N-{4-[Bis(2-chloroethyl)amino]phenyl}-2-fluoroacetamide,O=C(CF)Nc1ccc(N(CCCl)CCCl)cc1,C_{12}H_{15}Cl_{2}FN_{2}O,293.163,293.163,292.054547,292
14425,4-Fluoro-N′-phenylbenzohydrazide,O=C(NNc1ccccc1)c1ccc(F)cc1,C_{13}H_{11}FN_{2}O,230.242,230.242,230.085541,230
14645,Melperone hydrochloride,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1.Cl,C_{16}H_{23}ClFNO,299.814,299.814,299.14522,299
14646,melperone,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,C_{16}H_{22}FNO,263.356,263.356,263.168543,263
14695,Azaperone,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,C_{19}H_{22}FN_{3}O,327.403,327.403,327.174691,327
14763,"5-Fluoro-1,3-benzoxazol-2-amine",Nc1nc2cc(F)ccc2o1,C_{7}H_{5}FN_{2}O,152.128,152.128,152.038591,152
14870,2′-FLUOROBENZANILIDE,O=C(Nc1ccccc1F)c1ccccc1,C_{13}H_{10}FNO,215.227,215.227,215.074642,215
14882,"7-Chloro-5-(2-fluorophenyl)-1-[3-(4-methyl-1-piperazinyl)propyl]-1,3-dihydro-2H-1,4-benzodiazepin-2-one",CN1CCN(CCCN2C(=O)CN=C(c3ccccc3F)c3cc(Cl)ccc32)CC1,C_{23}H_{26}ClFN_{4}O,428.936,428.936,428.177917,428
14883,"7-Chloro-5-(2-fluorophenyl)-1-[2-(4-methyl-1-piperazinyl)ethyl]-1,3-dihydro-2H-1,4-benzodiazepin-2-one trihydrochloride",CN1CCN(CCN2C(=O)CN=C(c3ccccc3F)c3cc(Cl)ccc32)CC1.Cl.Cl.Cl,C_{22}H_{27}Cl_{4}FN_{4}O,524.283,524.283,522.0923,522
14884,"7-Chloro-5-(2-fluorophenyl)-1-[2-(4-methyl-1-piperazinyl)ethyl]-1,3-dihydro-2H-1,4-benzodiazepin-2-one",CN1CCN(CCN2C(=O)CN=C(c3ccccc3F)c3cc(Cl)ccc32)CC1,C_{22}H_{24}ClFN_{4}O,414.909,414.909,414.162267,414
14957,2-Fluoro-7-nitro-9H-fluorene,O=[N+]([O-])c1ccc2c(c1)Cc1cc(F)ccc1-2,C_{13}H_{8}FNO_{2},229.21,229.21,229.053907,229
15069,"N,N,N-Trimethyl-2-{phenyl[3-(trifluoromethyl)phenyl]methoxy}ethanaminium iodide",C[N+](C)(C)CCOC(c1ccccc1)c1cccc(C(F)(F)F)c1.[I-],C_{19}H_{23}F_{3}INO,465.297,465.297,465.077647,465
15070,"N,N,N-Trimethyl-2-{phenyl[3-(trifluoromethyl)phenyl]methoxy}ethanaminium",C[N+](C)(C)CCOC(c1ccccc1)c1cccc(C(F)(F)F)c1,C_{19}H_{23}F_{3}NO,338.393,338.393,338.172625,338
15071,"2,4-Dinitro-N-[3-(trifluoromethyl)phenyl]aniline",O=[N+]([O-])c1ccc(Nc2cccc(C(F)(F)F)c2)c([N+](=O)[O-])c1,C_{13}H_{8}F_{3}N_{3}O_{4},327.218,327.218,327.04669,327
15100,4-{1-[4-(4-Fluorophenyl)-4-oxobutyl]-4-propionyl-4-piperidiniumyl}morpholin-4-ium dichloride,CCC(=O)C1([NH+]2CCOCC2)CC[NH+](CCCC(=O)c2ccc(F)cc2)CC1.[Cl-].[Cl-],C_{22}H_{33}Cl_{2}FN_{2}O_{3},463.415,463.415,462.185226,462
15101,1-(4-Fluorophenyl)-4-[4-(4-morpholinyl)-4-propionyl-1-piperidinyl]-1-butanone,CCC(=O)C1(N2CCOCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,C_{22}H_{31}FN_{2}O_{3},390.499,390.499,390.231871,390
15250,"1-[2-(Dimethylammonio)ethyl]-2-oxo-5-phenyl-7-(trifluoromethyl)-3,4-dihydro-2H-1,4-benzodiazepin-1-ium dichloride",C[NH+](C)CC[N+]1=c2ccc(C(F)(F)F)cc2=C(c2ccccc2)NCC1=O.[Cl-].[Cl-],C_{20}H_{22}Cl_{2}F_{3}N_{3}O,448.31,448.31,447.109202,447
15251,"1-[2-(Dimethylamino)ethyl]-2-oxo-5-phenyl-7-(trifluoromethyl)-3,4-dihydro-2H-1,4-benzodiazepin-1-ium",CN(C)CC[N+]1=c2ccc(C(F)(F)F)cc2=C(c2ccccc2)NCC1=O,C_{20}H_{21}F_{3}N_{3}O,376.402,376.402,376.163123,376
15267,"7-Chloro-1-[2-(diethylammonio)ethyl]-5-(2-fluorophenyl)-2-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-4-ium dichloride",CC[NH+](CC)CCN1C(=O)C[NH2+]C(c2ccccc2F)c2cc(Cl)ccc21.[Cl-].[Cl-],C_{21}H_{27}Cl_{3}FN_{3}O,462.815,462.815,461.120374,461
15268,"7-Chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-1,3,4,5-tetrahydro-2H-1,4-benzodiazepin-2-one",CCN(CC)CCN1C(=O)CNC(c2ccccc2F)c2cc(Cl)ccc21,C_{21}H_{25}ClFN_{3}O,389.899,389.899,389.167018,389
15519,Trifluperidol hydrochloride,O=C(CCC[NH+]1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1.[Cl-],C_{22}H_{24}ClF_{4}NO_{2},445.881,445.881,445.14317,445
15520,pimozide,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,C_{28}H_{29}F_{2}N_{3}O,461.556,461.556,461.227869,461
15521,Benperidol,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,C_{22}H_{24}FN_{3}O_{2},381.451,381.451,381.185255,381
15534,"2,6-Dinitro-N-propyl-4-(trifluoromethyl)aniline",CCCNc1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],C_{10}H_{10}F_{3}N_{3}O_{4},293.201,293.201,293.06234,293
15702,Fluometuron,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,C_{10}H_{11}F_{3}N_{2}O,232.205,232.205,232.082348,232
15751,"2-[4-(1,3-Benzodioxol-2-ylmethyl)-1-piperazinyl]-1-(4-fluorophenyl)ethanone",O=C(CN1CCN(CC2Oc3ccccc3O2)CC1)c1ccc(F)cc1,C_{20}H_{21}FN_{2}O_{3},356.397,356.397,356.153621,356
15863,"2-[2-(4-Fluorophenoxy)acetoxy]-N,N-dimethylethanaminium chloride",C[NH+](C)CCOC(=O)COc1ccc(F)cc1.[Cl-],C_{12}H_{17}ClFNO_{3},277.72,277.72,277.088099,277
15864,2-(Dimethylamino)ethyl (4-fluorophenoxy)acetate,CN(C)CCOC(=O)COc1ccc(F)cc1,C_{12}H_{16}FNO_{3},241.262,241.262,241.111422,241
15868,4-(3-Chlorophenyl)-1-(1-fluoro-4-oxo-4-phenylbutyl)-4-(1-pyrrolidiniumylcarbonyl)piperidinium oxalate,O=C(CCC(F)[NH+]1CCC(C(=O)[NH+]2CCCC2)(c2cccc(Cl)c2)CC1)c1ccccc1.O=C([O-])C(=O)[O-],C_{28}H_{32}ClFN_{2}O_{6},547.02,547.02,546.193293,546
15869,4-[4-(3-Chlorophenyl)-4-(1-pyrrolidinylcarbonyl)-1-piperidinyl]-4-fluoro-1-phenyl-1-butanone,O=C(CCC(F)N1CCC(C(=O)N2CCCC2)(c2cccc(Cl)c2)CC1)c1ccccc1,C_{26}H_{30}ClFN_{2}O_{2},456.986,456.986,456.197984,456
15880,Flucarbril,Cn1c(=O)ccc2cc(C(F)(F)F)ccc21,C_{11}H_{8}F_{3}NO,227.185,227.185,227.055799,227
15881,Dexamethasone 21-(4-Pyridinecarboxylate),C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1ccncc1,C_{28}H_{32}FNO_{6},497.563,497.563,497.221366,497
15919,2-(Trifluoromethyl)phenyl isocyanate,O=C=Nc1ccccc1C(F)(F)F,C_{8}H_{4}F_{3}NO,187.12,187.12,187.024498,187
15920,"5-Phenyl-7-(trifluoromethyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one",O=C1CN=C(c2ccccc2)c2cc(C(F)(F)F)ccc2N1,C_{16}H_{11}F_{3}N_{2}O,304.271,304.271,304.082348,304
15976,"5,6-Dinitro-2-(trifluoromethyl)-1H-benzimidazole",O=[N+]([O-])c1cc2nc(C(F)(F)F)[nH]c2cc1[N+](=O)[O-],C_{8}H_{3}F_{3}N_{4}O_{4},276.13,276.13,276.010639,276
15979,5-Fluorocytidine,Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1F,C_{9}H_{12}FN_{3}O_{5},261.209,261.209,261.076099,261
15980,2-Fluoro-N′-phenylacetohydrazide,O=C(CF)NNc1ccccc1,C_{8}H_{9}FN_{2}O,168.171,168.171,168.069891,168
15981,"2,4-DIFLUORO-6-(P-NITROPHENOXY)-S-TRIAZINE",O=[N+]([O-])c1ccc(Oc2nc(F)nc(F)n2)cc1,C_{9}H_{4}F_{2}N_{4}O_{3},254.152,254.152,254.025146,254
16004,γ-(4-Phenylpiperazino)-4-fluorobutyrophenone,O=C(CCCN1CCN(c2ccccc2)CC1)c1ccc(F)cc1,C_{20}H_{23}FN_{2}O,326.415,326.415,326.179442,326
16223,Pipamperone hydrochloride,Cl.Cl.NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,C_{21}H_{32}Cl_{2}FN_{3}O_{2},448.404,448.404,447.185561,447
16345,N-(7-Fluoro-9H-fluoren-2-yl)-N-hydroxyacetamide,CC(=O)N(O)c1ccc2c(c1)Cc1cc(F)ccc1-2,C_{15}H_{12}FNO_{2},257.264,257.264,257.085207,257
16637,"2,2′-[(1,2-Dioxo-1,2-ethanediyl)diimino]bis[N,N-diethyl-N-(2-fluorobenzyl)ethanaminium] diiodide",CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1F)Cc1ccccc1F.[I-].[I-],C_{28}H_{42}F_{2}I_{2}N_{4}O_{2},758.474,758.474,758.136529,758
16638,"2,2′-[(1,2-Dioxo-1,2-ethanediyl)diimino]bis[N,N-diethyl-N-(2-fluorobenzyl)ethanaminium]",CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1F)Cc1ccccc1F,C_{28}H_{42}F_{2}N_{4}O_{2},504.666,504.666,504.326486,504
16767,1-(3-Fluorophenyl)-2-(methylamino)ethanol,CNCC(O)c1cccc(F)c1,C_{9}H_{12}FNO,169.199,169.199,169.090292,169
16768,"Glycine, 2-fluoroethyl ester, hydrochloride",[Cl-].[NH3+]CC(=O)OCCF,C_{4}H_{9}ClFNO_{2},157.569,157.569,157.030584,157
16769,2-Fluoroethyl glycinate,NCC(=O)OCCF,C_{4}H_{8}FNO_{2},121.111,121.111,121.053907,121
16808,N-(5-Fluoro-9H-fluoren-2-yl)acetamide,CC(=O)Nc1ccc2c(c1)Cc1cccc(F)c1-2,C_{15}H_{12}FNO,241.265,241.265,241.090292,241
16809,N-(4-Fluoro-9H-fluoren-2-yl)acetamide,CC(=O)Nc1cc(F)c2c(c1)Cc1ccccc1-2,C_{15}H_{12}FNO,241.265,241.265,241.090292,241
16810,N-(3-Fluoro-9H-fluoren-2-yl)acetamide,CC(=O)Nc1cc2c(cc1F)-c1ccccc1C2,C_{15}H_{12}FNO,241.265,241.265,241.090292,241
16811,N-(6-Fluoro-9H-fluoren-2-yl)acetamide,CC(=O)Nc1ccc2c(c1)Cc1ccc(F)cc1-2,C_{15}H_{12}FNO,241.265,241.265,241.090292,241
16812,N-(8-Fluoro-9H-fluoren-2-yl)acetamide,CC(=O)Nc1ccc2c(c1)Cc1c(F)cccc1-2,C_{15}H_{12}FNO,241.265,241.265,241.090292,241
16813,N-(1-Fluoro-9H-fluoren-2-yl)acetamide,CC(=O)Nc1ccc2c(c1F)Cc1ccccc1-2,C_{15}H_{12}FNO,241.265,241.265,241.090292,241
17034,4-Fluoro-N′-isopropylbenzohydrazide,CC(C)NNC(=O)c1ccc(F)cc1,C_{10}H_{13}FN_{2}O,196.225,196.225,196.101191,196
17036,"7-NITRO-2-(2,2,2-TRIFLUOROACETAMIDO)-FLUORENE",O=C(Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2)C(F)(F)F,C_{15}H_{9}F_{3}N_{2}O_{3},322.242,322.242,322.056527,322
17322,(+)-Doxifluridine,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,C_{9}H_{11}FN_{2}O_{5},246.194,246.194,246.0652,246
17346,DECHLOROHALOPERIDOL,O=C(CCCN1CCC(O)(c2ccccc2)CC1)c1ccc(F)cc1,C_{21}H_{24}FNO_{2},341.426,341.426,341.179107,341
17456,AZABUPERONE HYDROCHLORIDE,Cl.Cl.O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,C_{17}H_{25}Cl_{2}FN_{2}O,363.298,363.298,362.132797,362
17457,Azabuperone,O=C(CCCN1CCN2CCCC2C1)c1ccc(F)cc1,C_{17}H_{23}FN_{2}O,290.382,290.382,290.179442,290
17551,"N,N-Dimethyl-2-{phenyl[3-(trifluoromethyl)phenyl]methoxy}ethanamine",CN(C)CCOC(c1ccccc1)c1cccc(C(F)(F)F)c1,C_{18}H_{20}F_{3}NO,323.358,323.358,323.149699,323
17862,"N-(2,5-Dichlorophenyl)-2-fluoroacetamide",O=C(CF)Nc1cc(Cl)ccc1Cl,C_{8}H_{6}Cl_{2}FNO,222.04,222.04,220.981047,221
17863,2-Fluoro-N-(2-nitrophenyl)acetamide,O=C(CF)Nc1ccccc1[N+](=O)[O-],C_{8}H_{7}FN_{2}O_{3},198.153,198.153,198.04407,198
17864,2-Fluoro-N-(3-nitrophenyl)acetamide,O=C(CF)Nc1cccc([N+](=O)[O-])c1,C_{8}H_{7}FN_{2}O_{3},198.153,198.153,198.04407,198
17888,5-Fluoro-2-nitrobenzeneacetonitrile,N#CCc1cc(F)ccc1[N+](=O)[O-],C_{8}H_{5}FN_{2}O_{2},180.138,180.138,180.033506,180
18249,6-Chloro-4-nitro-2-(trifluoromethyl)-1H-benzimidazole,O=[N+]([O-])c1cc(Cl)cc2[nH]c(C(F)(F)F)nc12,C_{8}H_{3}ClF_{3}N_{3}O_{2},265.575,265.575,264.986589,265
18470,propyperone,CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,C_{23}H_{33}FN_{2}O_{2},388.527,388.527,388.252607,388
18488,"5-Allyl-5-(4-fluorophenyl)-2,4,6(1H,3H,5H)-pyrimidinetrione",C=CCC1(c2ccc(F)cc2)C(=O)NC(=O)NC1=O,C_{13}H_{11}FN_{2}O_{3},262.24,262.24,262.07537,262
18496,1-(4-Fluorophenyl)-4-(4-morpholinyl)-1-butanone,O=C(CCCN1CCOCC1)c1ccc(F)cc1,C_{14}H_{18}FNO_{2},251.301,251.301,251.132157,251
18535,N-Butyl-N-{3-[(2-ethoxy-5-fluorobenzoyl)oxy]propyl}-1-butanaminium chloride,CCCC[NH+](CCCC)CCCOC(=O)c1cc(F)ccc1OCC.[Cl-],C_{20}H_{33}ClFNO_{3},389.936,389.936,389.2133,389
18536,3-(Dibutylamino)propyl 2-ethoxy-5-fluorobenzoate,CCCCN(CCCC)CCCOC(=O)c1cc(F)ccc1OCC,C_{20}H_{32}FNO_{3},353.478,353.478,353.236622,353
18537,N-Butyl-N-{3-[(4-ethoxy-3-fluorobenzoyl)oxy]propyl}-1-butanaminium chloride,CCCC[NH+](CCCC)CCCOC(=O)c1ccc(OCC)c(F)c1.[Cl-],C_{20}H_{33}ClFNO_{3},389.936,389.936,389.2133,389
18538,3-(Dibutylamino)propyl 4-ethoxy-3-fluorobenzoate,CCCCN(CCCC)CCCOC(=O)c1ccc(OCC)c(F)c1,C_{20}H_{32}FNO_{3},353.478,353.478,353.236622,353
18539,"2-[(2-Ethoxy-5-fluorobenzoyl)oxy]-N,N-diethylethanaminium chloride",CCOc1ccc(F)cc1C(=O)OCC[NH+](CC)CC.[Cl-],C_{15}H_{23}ClFNO_{3},319.801,319.801,319.135049,319
18540,2-(Diethylamino)ethyl 2-ethoxy-5-fluorobenzoate,CCOc1ccc(F)cc1C(=O)OCCN(CC)CC,C_{15}H_{22}FNO_{3},283.343,283.343,283.158372,283
18600,Moperone hydrochloride,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1.Cl,C_{22}H_{27}ClFNO_{2},391.911,391.911,391.171435,391
18635,"8-[4-(4-Fluorophenyl)-4-oxobutyl]-2,4-dimethyl-2,8-diazaspiro[4.5]decane-1,3-dione",CC1C(=O)N(C)C(=O)C12CCN(CCCC(=O)c1ccc(F)cc1)CC2,C_{20}H_{25}FN_{2}O_{3},360.429,360.429,360.184921,360
18860,"7-Chloro-1-[3-(dimethylammonio)propyl]-5-(2-fluorophenyl)-2-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-4-ium dichloride",C[NH+](C)CCCN1C(=O)C[NH2+]C(c2ccccc2F)c2cc(Cl)ccc21.[Cl-].[Cl-],C_{20}H_{25}Cl_{3}FN_{3}O,448.788,448.788,447.104724,447
18861,"7-Chloro-1-[3-(dimethylamino)propyl]-5-(2-fluorophenyl)-1,3,4,5-tetrahydro-2H-1,4-benzodiazepin-2-one",CN(C)CCCN1C(=O)CNC(c2ccccc2F)c2cc(Cl)ccc21,C_{20}H_{23}ClFN_{3}O,375.872,375.872,375.151368,375
18862,"7-Chloro-1-[3-(diethylammonio)propyl]-5-(2-fluorophenyl)-2-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-4-ium dichloride",CC[NH+](CC)CCCN1C(=O)C[NH2+]C(c2ccccc2F)c2cc(Cl)ccc21.[Cl-].[Cl-],C_{22}H_{29}Cl_{3}FN_{3}O,476.842,476.842,475.136024,475
18863,"7-Chloro-1-[3-(diethylamino)propyl]-5-(2-fluorophenyl)-1,3,4,5-tetrahydro-2H-1,4-benzodiazepin-2-one",CCN(CC)CCCN1C(=O)CNC(c2ccccc2F)c2cc(Cl)ccc21,C_{22}H_{27}ClFN_{3}O,403.926,403.926,403.182668,403
18868,N-Benzoyl-4-[bis(2-fluoroethyl)amino]phenylalanine,O=C(NC(Cc1ccc(N(CCF)CCF)cc1)C(=O)O)c1ccccc1,C_{20}H_{22}F_{2}N_{2}O_{3},376.403,376.403,376.159849,376
18869,4-{4-[(2-Chloroethyl)(2-fluoroethyl)amino]phenyl}butanoic acid,O=C(O)CCCc1ccc(N(CCF)CCCl)cc1,C_{14}H_{19}ClFNO_{2},287.759,287.759,287.108835,287
18870,4-{4-[Bis(2-fluoroethyl)amino]phenyl}butanoic acid,O=C(O)CCCc1ccc(N(CCF)CCF)cc1,C_{14}H_{19}F_{2}NO_{2},271.307,271.307,271.138385,271
18871,N-(2-Fluoroethyl)-4-(4-methoxy-4-oxobutyl)anilinium chloride,COC(=O)CCCc1ccc([NH2+]CCF)cc1.[Cl-],C_{13}H_{19}ClFNO_{2},275.748,275.748,275.108835,275
18872,Methyl 4-{4-[(2-fluoroethyl)amino]phenyl}butanoate,COC(=O)CCCc1ccc(NCCF)cc1,C_{13}H_{18}FNO_{2},239.29,239.29,239.132157,239
18873,3-{4-[(2-Chloroethyl)(2-fluoroethyl)amino]phenyl}acrylic acid,O=C(O)C=Cc1ccc(N(CCF)CCCl)cc1,C_{13}H_{15}ClFNO_{2},271.716,271.716,271.077535,271
18874,3-{4-[Bis(2-fluoroethyl)amino]phenyl}propanoic acid,O=C(O)CCc1ccc(N(CCF)CCF)cc1,C_{13}H_{17}F_{2}NO_{2},257.28,257.28,257.122735,257
18875,3-{4-[Bis(2-fluoroethyl)amino]phenyl}acrylic acid,O=C(O)C=Cc1ccc(N(CCF)CCF)cc1,C_{13}H_{15}F_{2}NO_{2},255.264,255.264,255.107085,255
18927,"7-Chloro-1-[3-(dimethylamino)propyl]-5-(2-fluorophenyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one dihydrochloride",CN(C)CCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl,C_{20}H_{23}Cl_{3}FN_{3}O,446.772,446.772,445.089074,445
18928,"7-Chloro-1-[3-(dimethylamino)propyl]-5-(2-fluorophenyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one",CN(C)CCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,C_{20}H_{21}ClFN_{3}O,373.856,373.856,373.135718,373
18929,"7-Chloro-1-[3-(diethylamino)propyl]-5-(2-fluorophenyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one dihydrochloride",CCN(CC)CCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl,C_{22}H_{27}Cl_{3}FN_{3}O,474.826,474.826,473.120374,473
18930,"7-Chloro-1-[3-(diethylamino)propyl]-5-(2-fluorophenyl)-1,3-dihydro-2H-1,4-benzodiazepin-2-one",CCN(CC)CCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,C_{22}H_{25}ClFN_{3}O,401.91,401.91,401.167018,401
18993,"7-Chloro-5-(2-fluorophenyl)-1-[3-(methylammonio)propyl]-2-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-4-ium dichloride",C[NH2+]CCCN1C(=O)C[NH2+]C(c2ccccc2F)c2cc(Cl)ccc21.[Cl-].[Cl-],C_{19}H_{23}Cl_{3}FN_{3}O,434.761,434.761,433.089074,433
18994,"7-Chloro-5-(2-fluorophenyl)-1-[3-(methylamino)propyl]-1,3,4,5-tetrahydro-2H-1,4-benzodiazepin-2-one",CNCCCN1C(=O)CNC(c2ccccc2F)c2cc(Cl)ccc21,C_{19}H_{21}ClFN_{3}O,361.845,361.845,361.135718,361
18998,"7-Chloro-5-(2-fluorophenyl)-1-[3-(methylamino)propyl]-1,3-dihydro-2H-1,4-benzodiazepin-2-one dihydrochloride",CNCCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21.Cl.Cl,C_{19}H_{21}Cl_{3}FN_{3}O,432.745,432.745,431.073424,431
18999,"7-Chloro-5-(2-fluorophenyl)-1-[3-(methylamino)propyl]-1,3-dihydro-2H-1,4-benzodiazepin-2-one",CNCCCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,C_{19}H_{19}ClFN_{3}O,359.829,359.829,359.120068,359
19040,4-Chloro-6-nitro-2-(trifluoromethyl)-1H-benzimidazole,O=[N+]([O-])c1cc(Cl)c2nc(C(F)(F)F)[nH]c2c1,C_{8}H_{3}ClF_{3}N_{3}O_{2},265.575,265.575,264.986589,265
19055,3-{4-[(2-Chloroethyl)(2-fluoroethyl)amino]phenyl}propanoic acid,O=C(O)CCc1ccc(N(CCF)CCCl)cc1,C_{13}H_{17}ClFNO_{2},273.732,273.732,273.093185,273
19059,2-Fluoroethyl (4-nitrophenyl)acetate,O=C(Cc1ccc([N+](=O)[O-])cc1)OCCF,C_{10}H_{10}FNO_{4},227.191,227.191,227.059386,227
19074,N-Benzoyl-4-[(2-chloroethyl)(2-fluoroethyl)amino]phenylalanine,O=C(NC(Cc1ccc(N(CCF)CCCl)cc1)C(=O)O)c1ccccc1,C_{20}H_{22}ClFN_{2}O_{3},392.855,392.855,392.130298,392
19075,4-[Bis(2-fluoroethyl)amino]phenylalanine,NC(Cc1ccc(N(CCF)CCF)cc1)C(=O)O,C_{13}H_{18}F_{2}N_{2}O_{2},272.295,272.295,272.133634,272
19111,FcA,Nc1nc(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1F,C_{9}H_{12}FN_{3}O_{5},261.209,261.209,261.076099,261
19473,flunidazole,O=[N+]([O-])c1cnc(-c2ccc(F)cc2)n1CCO,C_{11}H_{10}FN_{3}O_{3},251.217,251.217,251.070619,251
19754,4-Pyridinylmethyl (4-fluorophenyl)carbamate,O=C(Nc1ccc(F)cc1)OCc1ccncc1,C_{13}H_{11}FN_{2}O_{2},246.241,246.241,246.080456,246
